length,$p_{stable}$,p_act,Energy,Consensus
50002,$1/n^{1/3}$,0.06250000000000001,-0.93017578125,0.27587890625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.927734375,0.35791015625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.81787109375,0.041015625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.77490234375,0.08935546875
50002,$1/\sqrt{n}$,0.015625,-0.9462890625,0.08349609375
50002,$1/n^{1/3}$,0.06250000000000001,-0.93212890625,0.37646484375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92626953125,0.45263671875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8515625,0.1171875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.8203125,0.1474609375
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.9365234375,0.1630859375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.93994140625,0.26513671875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8291015625,0.14697265625
27720,$1/\log^{1/3}n$,0.4367902323681495,-0.8046875,0.043331208992830085
50002,$1/\sqrt{n}$,0.015625,-0.9638671875,0.10595703125
50002,$1/n^{1/3}$,0.06250000000000001,-0.9482421875,0.3408203125
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.03125
50002,$1/\log n$,0.08333333333333333,-0.91943359375,0.23291015625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.87744140625,0.23681640625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.79443359375,0.056640625
50002,$1/\sqrt{n}$,0.015625,-0.9755859375,0.73095703125
50002,$1/n^{1/3}$,0.06250000000000001,-0.9326171875,0.1806640625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92041015625,0.0126953125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8388671875,0.00830078125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.77197265625,0.07763671875
50002,$1/\sqrt{n}$,0.015625,-0.9658203125,0.2138671875
50002,$1/n^{1/3}$,0.06250000000000001,-0.9208984375,0.0625
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.34375
50002,$1/\log n$,0.08333333333333333,-0.93359375,0.09716796875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.84814453125,0.07177734375
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.80224609375,0.06494140625
50002,$1/\sqrt{n}$,0.015625,-0.98095703125,0.85888671875
50002,$1/n^{1/3}$,0.06250000000000001,-0.9365234375,0.19287109375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92041015625,0.18505859375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8623046875,0.2158203125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78515625,0.029296875
50002,$1/\sqrt{n}$,0.015625,-0.9375,0.12109375
50002,$1/n^{1/3}$,0.06250000000000001,-0.93505859375,0.2431640625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.91796875,0.02392578125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8271484375,0.0009765625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78759765625,0.09326171875
50002,$1/\sqrt{n}$,0.015625,-0.95458984375,0.146484375
50002,$1/n^{1/3}$,0.06250000000000001,-0.9228515625,0.0634765625
117,$1/\log^2 n$,0.006944444444444444,-0.96826171875,0.0732421875
50002,$1/\log n$,0.08333333333333333,-0.9423828125,0.37939453125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.85400390625,0.13623046875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.77587890625,0.11962890625
36,$1/\sqrt{n}$,0.015625,-0.9912109375,0.967529296875
50002,$1/n^{1/3}$,0.06250000000000001,-0.94873046875,0.59033203125
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.15625
50002,$1/\log n$,0.08333333333333333,-0.9248046875,0.4443359375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83642578125,0.15771484375
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7880859375,0.05712890625
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.93017578125,0.1201171875
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.93017578125,0.15185546875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.82177734375,0.015625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.77001953125,0.0048828125
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.9287109375,0.32275390625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.921875,0.1279296875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83203125,0.068359375
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.76611328125,0.07763671875
1,$1/\sqrt{n}$,0.015625,-0.96875,0.0625
50002,$1/n^{1/3}$,0.06250000000000001,-0.93701171875,0.23193359375
2958,$1/\log^2 n$,0.006944444444444444,-0.9677734375,0.2527573529411765
50002,$1/\log n$,0.08333333333333333,-0.93212890625,0.15625
32760,$1/\sqrt{\log n}$,0.2886751345948129,-0.83447265625,0.006543803418803419
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78173828125,0.1279296875
50002,$1/\sqrt{n}$,0.015625,-0.96533203125,0.1416015625
50002,$1/n^{1/3}$,0.06250000000000001,-0.94873046875,0.27587890625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.93798828125,0.43359375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.84033203125,0.01220703125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.8017578125,0.125
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.9375,0.6279296875
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.9052734375,0.27734375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8291015625,0.32958984375
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.80126953125,0.14013671875
45,$1/\sqrt{n}$,0.015625,-0.98779296875,0.92919921875
50002,$1/n^{1/3}$,0.06250000000000001,-0.92822265625,0.37890625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.927734375,0.4404296875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.82763671875,0.17822265625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78466796875,0.06103515625
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.93359375,0.04638671875
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.9326171875,0.3212890625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8486328125,0.10205078125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7705078125,0.068359375
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.93994140625,0.47509765625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.939453125,0.49853515625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83251953125,0.16455078125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.787109375,0.0576171875
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.96044921875,0.45947265625
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.03125
50002,$1/\log n$,0.08333333333333333,-0.93359375,0.45849609375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.85595703125,0.201171875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7880859375,0.0283203125
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.93896484375,0.42041015625
924,$1/\log^2 n$,0.006944444444444444,-0.96728515625,0.045860389610389615
50002,$1/\log n$,0.08333333333333333,-0.919921875,0.302734375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.82421875,0.263671875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.8046875,0.04443359375
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.9501953125,0.330078125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.9345703125,0.0947265625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8291015625,0.14111328125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7734375,0.068359375
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.947265625,0.62646484375
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.375
50002,$1/\log n$,0.08333333333333333,-0.951171875,0.65966796875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.837890625,0.16845703125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.79443359375,0.00927734375
1,$1/\sqrt{n}$,0.015625,-0.99365234375,0.9892578125
50002,$1/n^{1/3}$,0.06250000000000001,-0.93359375,0.0078125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.904296875,0.1845703125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8544921875,0.16455078125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7841796875,0.04541015625
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.95556640625,0.39208984375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.9443359375,0.60205078125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.84130859375,0.18408203125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78271484375,0.0068359375
50002,$1/\sqrt{n}$,0.015625,-0.97021484375,0.572265625
50002,$1/n^{1/3}$,0.06250000000000001,-0.9462890625,0.5859375
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.65625
50002,$1/\log n$,0.08333333333333333,-0.921875,0.21142578125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.84765625,0.24560546875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.79638671875,0.169921875
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.9384765625,0.1005859375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.94580078125,0.2490234375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.81201171875,0.0224609375
5040,$1/\log^{1/3}n$,0.4367902323681495,-0.7646484375,0.08749534970238096
50002,$1/\sqrt{n}$,0.015625,-0.96337890625,0.06298828125
50002,$1/n^{1/3}$,0.06250000000000001,-0.927734375,0.0576171875
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.125
50002,$1/\log n$,0.08333333333333333,-0.91552734375,0.1806640625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83056640625,0.08447265625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78173828125,0.1357421875
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.92626953125,0.005859375
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.1875
50002,$1/\log n$,0.08333333333333333,-0.92822265625,0.333984375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83203125,0.04638671875
4680,$1/\log^{1/3}n$,0.4367902323681495,-0.779296875,0.0981033194778312
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.93798828125,0.123046875
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.0625
50002,$1/\log n$,0.08333333333333333,-0.91845703125,0.10791015625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83740234375,0.2587890625
1680,$1/\log^{1/3}n$,0.4367902323681495,-0.791015625,0.042160179501488086
50002,$1/\sqrt{n}$,0.015625,-0.96630859375,0.3056640625
50002,$1/n^{1/3}$,0.06250000000000001,-0.93798828125,0.234375
37,$1/\log^2 n$,0.006944444444444444,-0.96826171875,0.07516891891891891
50002,$1/\log n$,0.08333333333333333,-0.91455078125,0.2705078125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8173828125,0.123046875
2520,$1/\log^{1/3}n$,0.4367902323681495,-0.7548828125,0.028843277219742062
50002,$1/\sqrt{n}$,0.015625,-0.9658203125,0.0947265625
50002,$1/n^{1/3}$,0.06250000000000001,-0.92724609375,0.22607421875
31,$1/\log^2 n$,0.006944444444444444,-0.96826171875,0.0715725806451613
50002,$1/\log n$,0.08333333333333333,-0.9345703125,0.18701171875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83984375,0.0498046875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7919921875,0.02978515625
50002,$1/\sqrt{n}$,0.015625,-0.93701171875,0.11865234375
50002,$1/n^{1/3}$,0.06250000000000001,-0.9296875,0.25146484375
35,$1/\log^2 n$,0.006944444444444444,-0.96826171875,0.5642857142857143
50002,$1/\log n$,0.08333333333333333,-0.9326171875,0.30126953125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.833984375,0.1650390625
5040,$1/\log^{1/3}n$,0.4367902323681495,-0.7841796875,0.08201497395833332
50002,$1/\sqrt{n}$,0.015625,-0.96142578125,0.06396484375
50002,$1/n^{1/3}$,0.06250000000000001,-0.95556640625,0.55029296875
33,$1/\log^2 n$,0.006944444444444444,-0.96826171875,0.2765151515151515
50002,$1/\log n$,0.08333333333333333,-0.9326171875,0.08984375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8486328125,0.0947265625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.79296875,0.0146484375
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.9599609375,0.564453125
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.15625
50002,$1/\log n$,0.08333333333333333,-0.91455078125,0.1396484375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.85595703125,0.2646484375
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.798828125,0.05322265625
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.97607421875,0.8447265625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.95947265625,0.607421875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.86328125,0.30810546875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.826171875,0.29345703125
1,$1/\sqrt{n}$,0.015625,-0.96875,0.25
50002,$1/n^{1/3}$,0.06250000000000001,-0.951171875,0.4990234375
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.5625
50002,$1/\log n$,0.08333333333333333,-0.95166015625,0.63232421875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8271484375,0.11083984375
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78369140625,0.060546875
50002,$1/\sqrt{n}$,0.015625,-0.9375,0.052734375
50002,$1/n^{1/3}$,0.06250000000000001,-0.9326171875,0.10888671875
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.93212890625,0.2255859375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8388671875,0.01171875
32760,$1/\log^{1/3}n$,0.4367902323681495,-0.7900390625,0.06277779566353785
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.94287109375,0.01953125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.95263671875,0.013671875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.84521484375,0.0712890625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.79638671875,0.03857421875
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.93701171875,0.46923828125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.9375,0.369140625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83544921875,0.232421875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.76806640625,0.1025390625
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.93359375,0.12353515625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.927734375,0.1162109375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83251953125,0.15234375
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.783203125,0.1396484375
1,$1/\sqrt{n}$,0.015625,-0.96875,0.21875
50002,$1/n^{1/3}$,0.06250000000000001,-0.927734375,0.01220703125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.943359375,0.54296875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.80908203125,0.021484375
12600,$1/\log^{1/3}n$,0.4367902323681495,-0.77294921875,0.030595199342757937
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.94189453125,0.39404296875
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.9130859375,0.13623046875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.833984375,0.15869140625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7744140625,0.2060546875
5979,$1/\sqrt{n}$,0.015625,-0.966796875,0.04763816913886101
50002,$1/n^{1/3}$,0.06250000000000001,-0.94921875,0.05126953125
29,$1/\log^2 n$,0.006944444444444444,-0.96826171875,0.3620689655172414
50002,$1/\log n$,0.08333333333333333,-0.93701171875,0.04541015625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8505859375,0.0087890625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7939453125,0.1552734375
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.93017578125,0.0146484375
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.03125
50002,$1/\log n$,0.08333333333333333,-0.9072265625,0.01708984375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.82861328125,0.03125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78271484375,0.03125
50002,$1/\sqrt{n}$,0.015625,-0.9677734375,0.59423828125
50002,$1/n^{1/3}$,0.06250000000000001,-0.93896484375,0.18017578125
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.40625
50002,$1/\log n$,0.08333333333333333,-0.93017578125,0.455078125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.845703125,0.10107421875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.765625,0.13671875
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.93798828125,0.3515625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.91943359375,0.1572265625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8515625,0.0595703125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78125,0.06298828125
50002,$1/\sqrt{n}$,0.015625,-0.96533203125,0.03125
50002,$1/n^{1/3}$,0.06250000000000001,-0.94287109375,0.31396484375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92822265625,0.06640625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.84033203125,0.08251953125
32760,$1/\log^{1/3}n$,0.4367902323681495,-0.7744140625,0.10810421674679488
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.9326171875,0.181640625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.93505859375,0.45556640625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.81884765625,0.138671875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7724609375,0.09375
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.94091796875,0.09716796875
34,$1/\log^2 n$,0.006944444444444444,-0.96826171875,0.3639705882352941
50002,$1/\log n$,0.08333333333333333,-0.9033203125,0.205078125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8369140625,0.23779296875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78515625,0.001953125
50002,$1/\sqrt{n}$,0.015625,-0.9736328125,0.72607421875
50002,$1/n^{1/3}$,0.06250000000000001,-0.93505859375,0.41015625
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.03125
50002,$1/\log n$,0.08333333333333333,-0.91162109375,0.12744140625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.833984375,0.07275390625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78076171875,0.1650390625
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.912109375,0.3681640625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.93505859375,0.34228515625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.828125,0.0576171875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.79736328125,0.09033203125
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.9404296875,0.04296875
33,$1/\log^2 n$,0.006944444444444444,-0.96826171875,0.16003787878787878
50002,$1/\log n$,0.08333333333333333,-0.93505859375,0.146484375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.84130859375,0.04736328125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.794921875,0.10693359375
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.95556640625,0.35595703125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92578125,0.33251953125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.837890625,0.130859375
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7958984375,0.07080078125
50002,$1/\sqrt{n}$,0.015625,-0.9658203125,0.45947265625
50002,$1/n^{1/3}$,0.06250000000000001,-0.93359375,0.17724609375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.916015625,0.14306640625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8369140625,0.0283203125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.798828125,0.01220703125
50002,$1/\sqrt{n}$,0.015625,-0.958984375,0.072265625
50002,$1/n^{1/3}$,0.06250000000000001,-0.93896484375,0.2021484375
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.0
50002,$1/\log n$,0.08333333333333333,-0.9443359375,0.57666015625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.830078125,0.037109375
1680,$1/\log^{1/3}n$,0.4367902323681495,-0.77734375,0.016348702566964284
1,$1/\sqrt{n}$,0.015625,-0.96875,0.25
50002,$1/n^{1/3}$,0.06250000000000001,-0.95458984375,0.17529296875
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.93408203125,0.19140625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.84375,0.00244140625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7568359375,0.06494140625
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.94091796875,0.0771484375
510,$1/\log^2 n$,0.006944444444444444,-0.96826171875,0.203125
50002,$1/\log n$,0.08333333333333333,-0.92333984375,0.2646484375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.837890625,0.00830078125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78173828125,0.07470703125
1,$1/\sqrt{n}$,0.015625,-0.96875,0.0625
50002,$1/n^{1/3}$,0.06250000000000001,-0.9453125,0.10986328125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.9384765625,0.06103515625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.828125,0.18212890625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.79248046875,0.013671875
50002,$1/\sqrt{n}$,0.015625,-0.96337890625,0.47998046875
50002,$1/n^{1/3}$,0.06250000000000001,-0.9365234375,0.32958984375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.9326171875,0.4345703125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.82275390625,0.0341796875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.771484375,0.02685546875
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.96044921875,0.6962890625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.91259765625,0.0830078125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.82177734375,0.11083984375
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.77490234375,0.1328125
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.935546875,0.2001953125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92578125,0.099609375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83203125,0.11279296875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.779296875,0.10888671875
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.943359375,0.5166015625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.9033203125,0.09619140625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8466796875,0.20166015625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.77294921875,0.06201171875
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.93603515625,0.0302734375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92919921875,0.2265625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83447265625,0.1103515625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.798828125,0.10986328125
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.92431640625,0.35498046875
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92333984375,0.40087890625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.86474609375,0.48681640625
